날짜,모델,종목명,티커,예측 수익률,현재가,매수(매도),잔여 현금,총 자산,Return_1D,실제 수익률,예측 방향 일치,예측 정확도(%)
2025-05-01,GB_1D,MSFT,MSFT,758.0771130011394,423.1316223144531,BUY (4주),8305.78098425293,9998.307473510742,0.02322516329939387,232.2516329939387,True,0.0
2025-05-01,GB_1D,SMCI,SMCI,558.7259354402777,32.72999954223633,BUY (61주),6307.254482204437,8434.704452449798,0.02994193571471612,299.4193571471612,True,13.4
2025-05-01,GB_20D,NOW,NOW,715.824364244543,191.58999633789062,BUY (10주),8082.1841366577155,9998.084100036622,0.020262037989360025,202.62037989360024,True,0.0
2025-05-01,GB_20D,AVGO,AVGO,697.4410252143566,196.15460205078125,BUY (10주),6118.676570129395,10041.76861114502,0.0319768174530003,319.768174530003,True,0.0
2025-05-01,Dense-LSTM,SMCI,SMCI,27482.77187347412,32.72999954223633,BUY (61주),8001.473497951508,9998.003470027925,0.02994193571471612,299.4193571471612,True,0.0
2025-05-01,Dense-LSTM,NFLX,NFLX,26332.850456237793,113.34700012207031,BUY (17주),6072.647596874238,14913.713606395722,0.02030933285085475,203.0933285085475,True,0.0
2025-05-02,GB_1D,SMCI,,-918.9252200000011,33.709999084472656,SELL (59주),8294.15553824234,8496.415532749175,,,False,0.0
2025-05-02,GB_1D,NOW,NOW,230.9630255127889,195.4720001220703,BUY (10주),6337.480817020416,9465.032818973541,0.000705985963181786,7.05985963181786,True,0.0
2025-05-02,GB_1D,AMD,AMD,228.79048352295067,98.80000305175781,BUY (20주),4359.504755924225,7916.304865787506,0.018117340393148558,181.17340393148558,True,73.72
2025-05-02,GB_20D,AAPL,AAPL,678.3186667657458,204.65020751953125,BUY (9주),4274.982850585939,10209.838868652345,-0.03145849867088738,-314.5849867088738,False,0.0
2025-05-02,GB_20D,ADBE,ADBE,668.1173584898482,380.8699951171875,BUY (5주),2368.7285250244154,15318.30835900879,0.0004988642944892241,4.988642944892241,True,0.0
2025-05-02,Dense-LSTM,SMCI,SMCI,27154.719829559326,33.709999084472656,BUY (59주),4081.7687609443674,8700.038635517121,-0.04568380176066786,-456.8380176066786,False,0.0
2025-05-02,Dense-LSTM,NFLX,NFLX,26173.555850982666,115.64900207519531,BUY (17주),2113.769692630769,19923.716012210847,-0.019394926069110707,-193.94926069110707,False,0.0
2025-05-05,GB_1D,MSFT,,-365.79744145222924,433.8442077636719,SELL (4주),6093.146210147857,19976.160858585357,,,False,0.0
2025-05-05,GB_1D,SMCI,SMCI,894.0108743463292,32.16999816894531,BUY (62주),4096.611783786773,7120.591611667633,0.02393535907959662,239.3535907959662,True,0.0
2025-05-05,GB_1D,CDNS,CDNS,477.5629081730999,308.8299865722656,BUY (6주),2241.778884433746,33124.77754166031,-0.009875944453519117,-98.75944453519118,False,0.0
2025-05-05,GB_20D,AAPL,AAPL,772.7053722759592,198.21221923828125,BUY (10주),384.6242104492203,9105.961856933594,-0.0019106952436467458,-19.10695243646746,False,0.0
2025-05-05,Dense-LSTM,SMCI,SMCI,27228.72257232666,32.16999816894531,BUY (62주),117.23526626968533,7065.954870761872,0.02393535907959662,239.3535907959662,True,0.0
2025-05-06,GB_1D,SMCI,SMCI,711.696791712992,32.939998626708984,BUY (60주),263.4025669136047,5533.802347187042,-0.013964757245000969,-139.64757245000968,False,0.0
2025-05-14,GB_1D,SMCI,,-333.521834587899,45.0,SELL (44주),2241.422566913605,7461.422566913605,,,False,0.0
2025-05-14,GB_1D,GOOGL,GOOGL,282.45205868680034,164.91458129882812,BUY (12주),260.46861635208165,21369.535022602082,-0.008526308952332945,-85.26308952332946,False,0.0
2025-06-02,GB_1D,SMCI,,-896.7026640090081,41.20000076293945,SELL (48주),2236.091052936554,5532.09111397171,,,False,0.0
2025-06-02,GB_1D,BRK-B,BRK-B,166.85308786246685,502.80999755859375,BUY (3주),726.1526302680973,42459.382427631375,-0.009904359520512102,-99.04359520512102,False,0.0
2025-06-26,GB_1D,SMCI,,-748.257502206274,49.27000045776367,SELL (32주),2301.216004901886,4813.986028247833,,,False,0.0
2025-06-26,GB_1D,BRK-B,BRK-B,140.64035142688758,485.04998779296875,BUY (4주),359.0758537788395,27036.82518239212,0.0012988452709360783,12.988452709360784,True,0.0
2025-09-10,GB_1D,CDNS,,-743.3552668732602,338.5299987792969,SELL (5주),2050.0331976814273,18976.53313664627,,,False,0.0
2025-09-10,GB_1D,GOOG,GOOG,432.11944853729494,239.40379333496094,BUY (8주),132.88762065506035,14018.307634082794,0.005092683564817308,50.92683564817308,True,0.0
2025-12-19,GB_1D,BRK-B,,-351.6122100120015,494.5299987792969,SELL (4주),2109.0294957771307,28813.64942985916,,,False,0.0
2025-12-19,GB_1D,SMCI,SMCI,641.0171833521105,31.110000610351562,BUY (64주),115.99841667556848,3786.978488697053,-0.0012857896092111879,-12.85789609211188,False,0.0
